"<a href='https://www.idigbio.org/portal/recordset/d0d1c390-e662-4980-97e3-ae0039a06de8'>Naturalis Biodiversity Center - NL Mammalia</a>","35,037 Records"
"<a href='https://www.idigbio.org/portal/recordset/8e58cd34-3cbb-46f7-9c25-527251881a6f'>Naturalis Biodiversity Center - NL Micropaleontology</a>","97,349 Records"
"<a href='https://www.idigbio.org/portal/recordset/cdb6ec43-935e-4da2-8798-71e40ca6d12a'>Naturalis Biodiversity Center - NL Mollusca</a>","684,569 Records"
"<a href='https://www.idigbio.org/portal/recordset/b1beb057-bc34-49a9-b784-2a50af226712'>Naturalis Biodiversity Center - NL Odonata</a>","24,392 Records"
"<a href='https://www.idigbio.org/portal/recordset/a7463c8a-27f0-485e-b794-fb78d94beda7'>Naturalis Biodiversity Center - NL Orthopteroidea</a>","280 Records"
"<a href='https://www.idigbio.org/portal/recordset/3a5b5c9b-b241-4883-904a-b167a7edb41a'>Naturalis Biodiversity Center - NL Paleontology Invertebrates</a>","182,002 Records"
"<a href='https://www.idigbio.org/portal/recordset/4790a6a0-ce11-4cd8-8cad-4b2032a55c1b'>Naturalis Biodiversity Center - NL Pisces</a>","3,540 Records"
"<a href='https://www.idigbio.org/portal/recordset/d100843b-d592-4024-8d15-fb1d8e218acd'>Naturalis Biodiversity Center - NL Porifera</a>","47,289 Records"
"<a href='https://www.idigbio.org/portal/recordset/932e8ecc-fb16-4ce1-9863-e0e586e3ab34'>Naturalis Biodiversity Center - NL Tunicata</a>","482 Records"
"<a href='https://www.idigbio.org/portal/recordset/d11f19ae-e946-4a0e-83e5-2052ae8cca62'>Cleveland Museum of Natural History - CMNH Invertebrate paleo</a>","20,585 Records"
"<a href='https://www.idigbio.org/portal/recordset/c02ce6fc-a2f3-497e-bc3c-0adce054db72'>Florida Museum - Parnell Site, Feature 1 - UF Zooarchaeological Data</a>","1,601 Records"
"<a href='https://www.idigbio.org/portal/recordset/b293a647-5fb8-4b82-bf5b-571e7d6fad03'>Florida Museum - Tick Island- UF Zooarchaeological Data</a>","304 Records"
"<a href='https://www.idigbio.org/portal/recordset/59efaf7d-60b5-4295-abb3-27ba42eb5231'>Herbarium Berolinense - B</a>","206,223 Records"
"<a href='https://www.idigbio.org/portal/recordset/710a8a54-783c-41aa-ad9a-05544cdb4c55'>Royal Botanic Gardens, Kew - K Herbarium specimens</a>","915,485 Records"
"<a href='https://www.idigbio.org/portal/recordset/ba77d411-4179-4dbd-b6c1-39b8a71ae795'>University of Washington Burke Museum - UWBM Invertebrate paleo</a>","7,117 Records"
"<a href='https://www.idigbio.org/portal/recordset/5e8863ea-56ec-40f3-8075-d42b35d12e72'>University of Arkansas Herbarium - UARK  Bryophytes</a>","2,790 Records"
"<a href='https://www.idigbio.org/portal/recordset/b9b4963a-0332-40bb-b71c-a4735f323729'>New Brunswick - NBMB Herps</a>","11,143 Records"
"<a href='https://www.idigbio.org/portal/recordset/3c9420c9-c4a8-47dc-88b7-b5638ca5e716'>Natural History Museum (London) - NHM</a>","2,946,917 Records"
"<a href='https://www.idigbio.org/portal/recordset/0df55e93-0fce-4ba6-a344-1d9918b60816'>BLM Mother Lode Field Office: The Bees of Pine Hill Preserve - BLM</a>","232 Records"
"<a href='https://www.idigbio.org/portal/recordset/9fa0a48c-7dd2-4372-a768-9aea3cbd35bb'>Arizona State University, M. Andrew Johnston Collection - ASU</a>","2,334 Records"
"<a href='https://www.idigbio.org/portal/recordset/ebd4ee05-1c41-46ab-9ef2-8937ea4f6112'>University of Wyoming Dillon Lab Insect Collection - UWYMED</a>","16,476 Records"
"<a href='https://www.idigbio.org/portal/recordset/e9607b87-6dcb-4ffa-a4bf-d17ac197ca70'>Wichita State University Collection - WICH</a>","440 Records"
"<a href='https://www.idigbio.org/portal/recordset/b985f284-eac5-4efe-8a7c-c726cdf7cf33'>University of Idaho, William F. Barr Entomological Museum - UI</a>","2,148 Records"
"<a href='https://www.idigbio.org/portal/recordset/6075f4b7-4242-4886-be7d-391614fffe41'>Clemson University Arthropod Collection - CU</a>","1,514 Records"
"<a href='https://www.idigbio.org/portal/recordset/00df4fe2-0025-45ec-814a-36777155e077'>San Diego State University Terrestrial Arthropods Collection - SDSU</a>","4,240 Records"
"<a href='https://www.idigbio.org/portal/recordset/497d74c2-d07f-4325-ac9c-8e80bcb53f61'>Australian National Wildlife Collection provider for OZCAM</a>","210,395 Records"
"<a href='https://www.idigbio.org/portal/recordset/d598446c-2b25-4d5d-a983-99be53001203'>Museums Victoria provider for OZCAM</a>","811,804 Records"
"<a href='https://www.idigbio.org/portal/recordset/24aa66d3-86a3-44a7-b6a3-6a45edc1e6a9'>Northern Territory Museum and Art Gallery provider</a>","229,051 Records"
"<a href='https://www.idigbio.org/portal/recordset/d0769c31-e4f1-42b1-a21f-cd6bf2257edb'>Queen Victoria Museum Art Gallery provider for OZCAM</a>","80,319 Records"
"<a href='https://www.idigbio.org/portal/recordset/2292f5d5-d39f-4944-be72-fa5dd62f581c'>Queensland Museum provider for OZCAM</a>","858,466 Records"
"<a href='https://www.idigbio.org/portal/recordset/482990c6-da88-4d99-8cf4-ccd27ee82f44'>South Australian Museum Australia provider for OZCAM</a>","478,495 Records"
"<a href='https://www.idigbio.org/portal/recordset/25e4ea2d-74ef-4251-b461-6ceb3c812bf1'>Tasmanian Museum and Art Gallery provider for OZCAM</a>","50,128 Records"
"<a href='https://www.idigbio.org/portal/recordset/c1fa848f-ec37-4cdb-930b-c38de2ae63e6'>Western Australian Museum provider for OZCAM</a>","523,873 Records"
"<a href='https://www.idigbio.org/portal/recordset/bb83e45d-1ed3-41ed-834a-f0f7cff4c464'>Brock University Herbarium - BU</a>","100 Records"
"<a href='https://www.idigbio.org/portal/recordset/237d30ca-7675-4840-b4fd-96771fabf518'>Herbier du Québec - QUE Collection de plantes vasculaires</a>","93,578 Records"
"<a href='https://www.idigbio.org/portal/recordset/651aaf03-f83a-458a-a69d-eb0f6a3e588e'>Herbier Louis-Marie - QFA Collection de bryophytes</a>","17,170 Records"
"<a href='https://www.idigbio.org/portal/recordset/f4573d80-dd92-4337-9005-ba71e8a8563a'>Living Prairie Museum Manitoba Herbarium - LPMMBH</a>","355 Records"
"<a href='https://www.idigbio.org/portal/recordset/9fc55204-8dc8-467d-b92a-e6f27d1da317'>Lyman Entomological Museum - LEMQ</a>","253,103 Records"
"<a href='https://www.idigbio.org/portal/recordset/8400a716-0aef-4131-9e79-c8ad81d244ad'>Marion Agnes Ayre Herbarium - NFLD</a>","1,769 Records"
"<a href='https://www.idigbio.org/portal/recordset/d4b04a67-3c67-4d8b-85f6-9d501415ca89'>Canadian Museum of Nature data on Canadian Arctic marine benthos</a>","6,251 Records"
"<a href='https://www.idigbio.org/portal/recordset/a711ca61-c052-45e9-8c20-fdb550f50be3'>Northern Biodiversity Program Coleoptera (2010-2011)</a>","9,062 Records"
"<a href='https://www.idigbio.org/portal/recordset/7057e6e2-fe83-472d-9580-6c18118cd71d'>Ouellet-Robert entomological collection - QMOR</a>","49,029 Records"
"<a href='https://www.idigbio.org/portal/recordset/97bc50fd-b67d-44cb-9cd0-b716e250c9cf'>University of Calgary Herbarium</a>","1,650 Records"
"<a href='https://www.idigbio.org/portal/recordset/2b45c778-b10c-496b-b8cb-1e414da59ccf'>University of Idaho - ID Lichens</a>","8,597 Records"
"<a href='https://www.idigbio.org/portal/recordset/858a7761-82a5-47df-8e8a-dbc8806cf424'>Lund Museum of Zoology - MZLU</a>","172,027 Records"
"<a href='https://www.idigbio.org/portal/recordset/a8413649-05d9-46da-b137-1317a709453f'>University Museum of Zoology in Cambridge - UMZC</a>","65,917 Records"
"<a href='https://www.idigbio.org/portal/recordset/264c48ec-8636-451f-a7e0-74131bc6f84c'>Clemson University Herbarium - CLEMS Vascular plants</a>","72,379 Records"
"<a href='https://www.idigbio.org/portal/recordset/34cad268-8226-4280-b637-dde38c82a29e'>Western Washington - WWU Lepidoptera</a>","665 Records"
"<a href='https://www.idigbio.org/portal/recordset/13510466-6232-4313-9e46-ea197b82750c'>Brown University - BRU Microfungi</a>","12,643 Records"
"<a href='https://www.idigbio.org/portal/recordset/00049fe7-5ca2-4936-be50-c736221ef186'>Herbier Flora selecta exsiccata publié par Ch. MAGNIER - BOUM</a>","228 Records"
"<a href='https://www.idigbio.org/portal/recordset/80dcaaae-9e3c-4000-b8bf-e1e29a5da9a4'>Collection botanique Mulon L. - BOUM</a>","609 Records"
"<a href='https://www.idigbio.org/portal/recordset/3172ee72-4b10-4d6b-b4b3-f3319b25c60d'>Collection ornithologique A. Maës</a>","5,410 Records"
"<a href='https://www.idigbio.org/portal/recordset/4a8b7fc9-cbc2-45b3-806f-73cc6a13c369'>Herbier de l'Ecole Normale de Bourges - BOUM</a>","54 Records"
"<a href='https://www.idigbio.org/portal/recordset/11f5ea79-3522-4aad-ad90-c91e7ed93383'>Herbier Boreal Confluence - BOUM</a>","445 Records"
"<a href='https://www.idigbio.org/portal/recordset/08524f6f-f3f9-4cad-9835-3fe3407ce026'>Collection botanique Letendre (abbé) - BOUM</a>","219 Records"
"<a href='https://www.idigbio.org/portal/recordset/8b727955-5ef2-4339-b5af-e17177377470'>Collection botanique Le Grand A. - BOUM</a>","4,745 Records"
"<a href='https://www.idigbio.org/portal/recordset/9c4f4765-2d02-452c-9ae9-cdd1d4846d5d'>Herbier G. Garapin - BOUM</a>","712 Records"
"<a href='https://www.idigbio.org/portal/recordset/7382e087-cdc4-48ff-9a1c-38571e24b124'>Collection des Mollusques - BOUM</a>","1,826 Records"
"<a href='https://www.idigbio.org/portal/recordset/da46ceaf-6084-48da-9e53-4d1ae2a51ddf'>Caire-Chabrand Collection</a>","873 Records"
"<a href='https://www.idigbio.org/portal/recordset/c3115ab6-3a4d-465e-81e7-f06d4d6fd39a'>Collection botanique Lamy de la Chapelle E. - BOUM</a>","118 Records"
"<a href='https://www.idigbio.org/portal/recordset/8c813d8c-e589-4ad2-977c-7b952db74130'>Instituto Nacional da Mata Atlântica - Coleção de Anfíbios - MBML - Amphibians</a>","9,794 Records"
"<a href='https://www.idigbio.org/portal/recordset/cd6231ce-ffb3-49fc-b726-5598bb3bc453'>Instituto Nacional da Mata Atlântica - Coleção de Aves - MBML - Birds</a>","7,697 Records"
"<a href='https://www.idigbio.org/portal/recordset/4c512712-3b53-4403-a059-d31d44c7d62d'>Instituto Nacional da Mata Atlântica - Coleção de Mamíferos - MBML - Mammals</a>","3,578 Records"
"<a href='https://www.idigbio.org/portal/recordset/3f5c29cf-9b20-4476-90fb-0399c7c51a0b'>Instituto Nacional da Mata Atlântica - Coleção de Peixes - MBML - Fish</a>","12,145 Records"
"<a href='https://www.idigbio.org/portal/recordset/ee447b09-cb73-43d0-8ca0-1ab55be4db1b'>Instituto Nacional da Mata Atlântica - Coleção de Répteis - MBML - Reptiles</a>","3,927 Records"
"<a href='https://www.idigbio.org/portal/recordset/9e66257f-21a9-491a-ac23-06b7b62ceeb7'>Field Museum of Natural History - FMNH Paleobotany</a>","22,947 Records"
"<a href='https://www.idigbio.org/portal/recordset/b26fa674-6300-4ea0-a8e3-fc0ce32b5226'>Field Museum of Natural History - FMNH Fossil Invertebrates</a>","62,149 Records"
"<a href='https://www.idigbio.org/portal/recordset/5caa5b0d-24b7-4c69-9c7b-089f343b7efc'>Fonoteca Neotropical Jacques Vielliard (FNJV), Museu de Zoologia Adão José Cardoso, Universidade Estadual de Campinas (UNICAMP) - FNJV - Animal sounds</a>","21,243 Records"
"<a href='https://www.idigbio.org/portal/recordset/db6c3db9-1e6d-4def-af29-33aa0339bfa9'>Carnegie Museum of Natural History Herbarium - CM - Vascular plants</a>","524,804 Records"
"<a href='https://www.idigbio.org/portal/recordset/03d3b1ea-c664-4699-ac3b-420735bef8e4'>University of Guelph - BIOUG</a>","321,020 Records"
"<a href='https://www.idigbio.org/portal/recordset/7e44229a-e8fa-4570-ada1-0cd7843a66d7'>Hope College Herbarium - HCHM Vascular plants</a>","7,844 Records"
"<a href='https://www.idigbio.org/portal/recordset/8bcb95b2-ab5c-4368-8ead-14588eeb9c98'>Calvin College Herbarium - CALVIN Vascular plants</a>","5,975 Records"
"<a href='https://www.idigbio.org/portal/recordset/2f740a87-8049-435d-9d06-1c393c9c11b7'>Ohio University Bartley Herbarium - BHO Vascular plants</a>","4,926 Records"
"<a href='https://www.idigbio.org/portal/recordset/23a47a5f-2ac1-4f81-acd3-21d5b82ed22a'>Ohio State University Herbarium - OS Vascular plants</a>","36,950 Records"
"<a href='https://www.idigbio.org/portal/recordset/86b2bfc9-ca99-4250-b93a-f86f3777236d'>University of Rhode Island Herbarium - KIRI Vascular plants</a>","12,682 Records"
"<a href='https://www.idigbio.org/portal/recordset/6d09cfc1-a17c-4067-b1a0-557b8e5334ea'>Westfield State University Herbarium - WSCH Vascular plants</a>","11,058 Records"
"<a href='https://www.idigbio.org/portal/recordset/3a0d8092-c577-4775-a586-1542574edc53'>University of Mary Washington Herbarium - MWCF Vascular plants</a>","5,027 Records"
"<a href='https://www.idigbio.org/portal/recordset/aca26f37-3ec8-4e9e-b927-50b4944a0096'>North Carolina State University Herbarium - NCSU Vascular plants</a>","95,698 Records"
"<a href='https://www.idigbio.org/portal/recordset/d56c787a-7da2-438b-81c5-554442f97259'>Scripps Institution of Oceanography - SIO  Marine Vertebrates</a>","115,848 Records"
"<a href='https://www.idigbio.org/portal/recordset/6aa085c5-7abf-4995-a3fc-91c49ad65b79'>Mississippi Museum of Natural Science - MMNS Fishes</a>","63,415 Records"
"<a href='https://www.idigbio.org/portal/recordset/e1c453ac-0479-405c-9742-03a511b33e60'>Humboldt State University - HSU - Birds</a>","283 Records"
"<a href='https://www.idigbio.org/portal/recordset/83fede4d-f1d0-4748-84e5-f24083c7ba3c'>Humboldt State University - HSU - Mammals</a>","8,438 Records"
"<a href='https://www.idigbio.org/portal/recordset/e701ecce-f9ab-445f-afcb-24f279efbc9c'>Eastern Washington University Herbarium - EWU Vascular plants</a>","6,334 Records"
"<a href='https://www.idigbio.org/portal/recordset/414a5bf5-061e-4e47-8410-0f76a04f7d1d'>Pacific Lutheran University Herbarium - PLU Vascular plants</a>","8,758 Records"
"<a href='https://www.idigbio.org/portal/recordset/8b0c1f4b-9de7-4521-98c2-983e0bfd33c7'>University of Washington Herbarium, Burke Museum - WTU Vascular plants</a>","201,341 Records"
"<a href='https://www.idigbio.org/portal/recordset/0a410c4a-cd4f-4bd8-b6ba-a0c2baa37622'>H. J. Andrews Experimental Forest Herbarium - HJAEF Vascular plants</a>","1,317 Records"
"<a href='https://www.idigbio.org/portal/recordset/844875a9-9927-48a5-90b4-76c5f227f145'>University of Montana Herbarium - MONTU Vascular plants</a>","70,379 Records"
"<a href='https://www.idigbio.org/portal/recordset/bf9066a2-2c5f-4cf2-821a-1a68b4df5b1b'>Portland State University Herbarium - HPSU Vascular plants</a>","16,160 Records"
"<a href='https://www.idigbio.org/portal/recordset/f5c38252-89f1-4753-af3a-da8818fe3a86'>Washington State University, Marion Ownbey Herbarium - WS Tri-Cities Vascular plants</a>","1,261 Records"
"<a href='https://www.idigbio.org/portal/recordset/1e054b9b-0193-4ff3-b623-9264cf982d4d'>Southern Oregon University Herbarium - SOC Vascular plants</a>","12,537 Records"
"<a href='https://www.idigbio.org/portal/recordset/0fd6e726-6828-4f62-ba8d-6ec316fe0b52'>University of Idaho, Stillinger Herbarium - ID Vascular plants</a>","159,603 Records"
"<a href='https://www.idigbio.org/portal/recordset/662b1aa5-9c19-4eb9-9766-1da78a117456'>University of Puget Sound Herbarium - PSM Vascular plants</a>","13,697 Records"
"<a href='https://www.idigbio.org/portal/recordset/85ae9fb4-de87-41ce-abb3-44fda2fb24a8'>Evergreen State College Herbarium - EVE Vascular plants</a>","294 Records"
"<a href='https://www.idigbio.org/portal/recordset/23b85d9d-4669-40db-901f-aaad686fe0b8'>Linfield College Herbarium - LINF Vascular plants</a>","4,380 Records"
"<a href='https://www.idigbio.org/portal/recordset/7cea906d-ae65-420c-a6f7-a9a3ad64fb93'>Butler University - BUT - Macroalgae</a>","4,937 Records"
"<a href='https://www.idigbio.org/portal/recordset/4bec11d1-f8c3-43a7-9e70-ee0256fcedaf'>Duke University - DUKE Macroalgae</a>","17,828 Records"
"<a href='https://www.idigbio.org/portal/recordset/e7db896a-c95b-4a18-99a4-866fff238ca5'>Hopkins Marine Station - GMS Macroalgae</a>","8,172 Records"
"<a href='https://www.idigbio.org/portal/recordset/66e00116-15fa-4149-a94a-eb91b98b622c'>Humboldt State University - HSC - Macroalgae</a>","3,631 Records"
"<a href='https://www.idigbio.org/portal/recordset/5889291d-9105-4740-a30f-2d9d2469c264'>Miami University - MU Macroalgae</a>","8,810 Records"
"<a href='https://www.idigbio.org/portal/recordset/25cd5e12-7830-4f46-bf6d-9b6deb706f44'>Michigan State University - MSC Macroalgae</a>","4,339 Records"
"<a href='https://www.idigbio.org/portal/recordset/4efa66cf-8adb-414b-b78c-8e651d20f84d'>Texas A & M University, S. M. Tracy Herbarium - TAES Macroalgae</a>","851 Records"
"<a href='https://www.idigbio.org/portal/recordset/e77108de-88dd-4931-8085-0ea59d7ca4ee'>University of Guam - GUAM Macroalgae</a>","4,796 Records"
"<a href='https://www.idigbio.org/portal/recordset/0272afc1-36ee-4899-8c28-dde9d8a211d9'>University of Massachusetts - Amherst - MASS Macroalgae</a>","8,788 Records"
"<a href='https://www.idigbio.org/portal/recordset/b00cf471-6bbe-4f94-846e-288900398b65'>University of North Carolina Wilmington, David J. Sieren Herbarium - WNC Macroalgae</a>","6,651 Records"
"<a href='https://www.idigbio.org/portal/recordset/8e4ff036-d38e-455f-a0fe-4ac50823f4fb'>University of South Carolina, A. C. Moore Herbarium - USCH Macroalgae</a>","845 Records"
"<a href='https://www.idigbio.org/portal/recordset/837d99c6-3045-4ba3-8951-643ddb3d6676'>University of South Florida - USF  Macroalgae</a>","14,157 Records"
"<a href='https://www.idigbio.org/portal/recordset/6d4b658a-90b4-4639-8b06-b7f07637f6aa'>University of Vermont, Pringle Herbarium - VT - Macroalgae</a>","3,062 Records"
"<a href='https://www.idigbio.org/portal/recordset/03eac319-23c7-429e-9fa4-480640007d62'>Youngstown State University - YUO Macroalgae</a>","183 Records"
"<a href='https://www.idigbio.org/portal/recordset/a2beb85e-f2b8-4366-8b3b-e5c5cc117aaf'>Miami University - MUGM Invertebrate Paleontology</a>","12,425 Records"
"<a href='https://www.idigbio.org/portal/recordset/5a262e5d-0605-4067-ba71-3fd578c3c6bb'>Museum of Cultural and Natural History - MCNH Mammals</a>","1,335 Records"
"<a href='https://www.idigbio.org/portal/recordset/8f689b8b-5b65-4638-9555-f2a5d237a624'>Marshall University - MUHW - Vascular plants</a>","33,096 Records"
"<a href='https://www.idigbio.org/portal/recordset/8a54c5fa-2900-4859-a2d6-1b7faedafac4'>Wake Forest University - WFU Vascular plants</a>","157 Records"
"<a href='https://www.idigbio.org/portal/recordset/d6c6e57a-4ccb-4707-b87d-c91d01d6aa42'>Rutgers University Chrysler Herbarium - CHRB Vascular plants</a>","6,838 Records"
"<a href='https://www.idigbio.org/portal/recordset/aac5fd7f-8043-4aa8-811f-e50de70d96f3'>University of South Carolina Upstate Herbarium - USCS Vascular plants</a>","17,843 Records"
"<a href='https://www.idigbio.org/portal/recordset/e36691ec-c4f8-4bec-b331-b48ffa82ff49'>University of Texas, El Paso - UTEP  Plants</a>","36 Records"
"<a href='https://www.idigbio.org/portal/recordset/3c6099e4-3a0c-44c8-942a-f44860aea12b'>University of Texas, El Paso - UTEP  Fish</a>","97 Records"
"<a href='https://www.idigbio.org/portal/recordset/f3d1fbbb-93d5-432e-8808-ebc08c42ef6d'>University of Texas, El Paso - UTEP  Mammals</a>","8,424 Records"
"<a href='https://www.idigbio.org/portal/recordset/3c367a2d-eec0-4ef1-b3bc-4cbebb320c5a'>University of Alaska, Anchorage Herbarium - AUUH Vascular plants</a>","8,020 Records"
"<a href='https://www.idigbio.org/portal/recordset/954ec5e0-4fcd-414d-8ad2-46b4b75cfc74'>Boise District Bureau of Land Management Herbarium BBLM Vascular plants</a>","3,750 Records"
"<a href='https://www.idigbio.org/portal/recordset/fb7db48e-1599-420e-8f10-1f20fe1c6aa3'>Bureau of Land Management, Medford District Herbarium - BLMMD Bryophytes</a>","1,323 Records"
"<a href='https://www.idigbio.org/portal/recordset/f2f68b10-b620-4ef8-ac32-c799b38b6d56'>Bureau of Land Management, Medford District Herbarium - BLMMD Fungi</a>","4 Records"
"<a href='https://www.idigbio.org/portal/recordset/5f681b65-9a7e-4b79-8a17-fc95cc26b837'>Bureau of Land Management, Medford District Herbarium - BLMMD Lichens</a>","821 Records"
"<a href='https://www.idigbio.org/portal/recordset/d1983d53-434a-436e-a698-3a2745eb61dc'>Bureau of Land Management, Medford District Herbarium - BLMMD Vascular plants</a>","3,335 Records"
"<a href='https://www.idigbio.org/portal/recordset/3c6f1ea5-f2e7-4203-9cfe-74ec2fb1b035'>Rocky Mountain Research Station Herbarium - BOIS Vascular plants</a>","12,778 Records"
"<a href='https://www.idigbio.org/portal/recordset/2d4658e3-0d1a-43fc-97ff-b4813dd1f86e'>Craters of the Moon National Monument Herbarium - CRMO Vascular plants</a>","3,257 Records"
"<a href='https://www.idigbio.org/portal/recordset/ec4acc26-ff1b-4131-a1df-a950fe31bb0e'>College of Idaho, Harold M. Tucker Herbarium - CIC Vascular plants</a>","50,708 Records"
"<a href='https://www.idigbio.org/portal/recordset/dd232f5c-7f53-48ec-9bb7-7205702c3dc8'>Idaho State University, Ray J. Davis Herbarium - IDS Vascular plants</a>","22,550 Records"
"<a href='https://www.idigbio.org/portal/recordset/9b725e43-93c9-423b-adf8-a11d08a83d13'>Montana State University Herbarium - MONT  Vascular plants</a>","53,651 Records"
"<a href='https://www.idigbio.org/portal/recordset/ea9de87b-7231-4a05-809f-4b658ea4173d'>Reed College Herbarium - REED - Vascular plants</a>","5,075 Records"
"<a href='https://www.idigbio.org/portal/recordset/f84d528a-7d08-467e-b532-ace707316f1d'>Boise State University, Snake River Plains Herbarium - SRP Vascular plants</a>","65,925 Records"
"<a href='https://www.idigbio.org/portal/recordset/d5c32031-231f-4213-b0f1-2dc4bbf711a0'>Bureau of Land Management, Vale District Office Herbarium - VALE Vascular plants</a>","6,092 Records"
"<a href='https://www.idigbio.org/portal/recordset/a4378725-7967-47bc-aada-0220e02e1f96'>Whitman College Herbarium - WCW Vascular plants</a>","13,538 Records"
"<a href='https://www.idigbio.org/portal/recordset/c3134980-bf5c-49b8-a289-790d45f02c86'>University of Southern Mississippi Herbarium - USMS  Vascular plants</a>","60,165 Records"
"<a href='https://www.idigbio.org/portal/recordset/41b119de-f745-482d-be42-a0155bc76e5d'>Cincinnati Museum Center - CMC Invertebrate Paleontology</a>","60,165 Records"
"<a href='https://www.idigbio.org/portal/recordset/295a8445-346f-4ea2-b0cf-4a3863c72cdb'>University of Wisconsin Madison Zoological Museum - UWZM Fish</a>","4,601 Records"
"<a href='https://www.idigbio.org/portal/recordset/47e638be-2983-4d22-b05d-260dd5881e9c'>University of Wisconsin Madison Zoological Museum - UWZM Mollusks</a>","531 Records"
"<a href='https://www.idigbio.org/portal/recordset/97058091-eb35-401b-b286-18465761f832'>Delaware Museum of Natural History - DMNH Mollusks</a>","7,926 Records"
"<a href='https://www.idigbio.org/portal/recordset/bf049384-ffe2-4418-a1a3-fc5552ba850f'>University of Montana Paleontology Center - UMPC</a>","23 Records"
"<a href='https://www.idigbio.org/portal/recordset/da4681c3-64ba-4c99-8575-6cf0b2e55468'>Illinois Natural History Survey - INHS Mammals</a>","619 Records"
"<a href='https://www.idigbio.org/portal/recordset/75c7a013-8dab-4f9c-ae6d-3a7cc24b67ce'>University of Michigan Museum of Zoology - UMMZ Fish</a>","34,834 Records"
"<a href='https://www.idigbio.org/portal/recordset/c94a06a5-df24-4546-adba-4f7940661826'>University of Michigan Museum of Zoology - UMMZ Mollusks</a>","23,034 Records"
"<a href='https://www.idigbio.org/portal/recordset/6258d160-a7aa-4937-bce3-3538eebd374f'>Duke University - DUKE Vascular plants</a>","58,272 Records"
"<a href='https://www.idigbio.org/portal/recordset/c9dad611-5e60-4456-934e-75b0e0842ddd'>University of Central Florida Herbarium - FTU Vascular plants</a>","18,221 Records"
"<a href='https://www.idigbio.org/portal/recordset/beab5209-9628-4d4d-851e-2bc9bb1a0105'>University of Georgia Herbarium - GA Vascular plants</a>","91,087 Records"
"<a href='https://www.idigbio.org/portal/recordset/4e3043a6-d48a-4a35-b5fb-f67d50cbc158'>University of North Carolina Chapel Hill Herbarium - NCU Vascular plants</a>","156,214 Records"
"<a href='https://www.idigbio.org/portal/recordset/3d4401cb-b3dd-48bd-912a-709bb4ecf5f8'>St. Andrews University - SAPCL Vascular plants</a>","259 Records"
"<a href='https://www.idigbio.org/portal/recordset/4c9d08ce-71c1-47b8-a572-2d40e5984c49'>Salem College - SC Vascular plants</a>","3,876 Records"
"<a href='https://www.idigbio.org/portal/recordset/767c78b4-1c16-4cac-ad04-66333ac5a7f2'>Marie Selby Botanical Gardens Herbarium - SEL Vascular plants</a>","6,299 Records"
"<a href='https://www.idigbio.org/portal/recordset/e34cf41b-196c-4199-85d5-4d2ca5954b09'>Mecklenburg County Park and Recreation Herbarium - UNCC Vascular plants</a>","6,950 Records"
"<a href='https://www.idigbio.org/portal/recordset/e7016bd5-cb10-45b9-8959-0f5750f7a5db'>University of West Florida - UWFP Vascular plants</a>","21,216 Records"
"<a href='https://www.idigbio.org/portal/recordset/5e29dbcc-ce45-4f05-9bb0-212baffa8932'>University of Mississippi, Thomas M. Pullen Herbarium - MISS Vascular plants</a>","125,145 Records"
"<a href='https://www.idigbio.org/portal/recordset/5a660a44-afdd-45ac-8c48-1a6c570ce0b5'>Institute for Botanical Exploration - IBE Vascular plants</a>","13,654 Records"
"<a href='https://www.idigbio.org/portal/recordset/3056112e-97c6-4d0d-b6c2-3c0a9adaca24'>Mississippi State University - MISSA - Vascular plants</a>","39,246 Records"
"<a href='https://www.idigbio.org/portal/recordset/5486b66d-2082-433d-9223-bd789ebca29c'>Converse College Herbarium - CONV Vascular plants</a>","6,368 Records"
"<a href='https://www.idigbio.org/portal/recordset/a16dc8d8-ff4a-4d62-a684-2937fb292b8d'>Longwood University, Harvill-Stevens Herbarium - FARM Vascular plants</a>","26,140 Records"
"<a href='https://www.idigbio.org/portal/recordset/341611f4-8b65-4655-b244-9be91a1109cd'>Georgia Southwestern State University Herbarium - GSW Vascular plants</a>","972 Records"
"<a href='https://www.idigbio.org/portal/recordset/1d17fdad-d338-4ae0-9232-dbf18eaf9f66'>University of Memphis Herbarium - MEM Vascular plants</a>","11,521 Records"
"<a href='https://www.idigbio.org/portal/recordset/20360fae-574a-4d63-b9f6-47b1cc07fd22'>Eastern Kentucky University, Ronald L. Jones Herbarium - EKY Vascular plants</a>","72,779 Records"
"<a href='https://www.idigbio.org/portal/recordset/a6eee223-cf3b-4079-8bb2-b77dad8cae9d'>Smithsonian NMNH Extant Specimen Records - USNM</a>","5,647,891 Records"
"<a href='https://www.idigbio.org/portal/recordset/6c6f34ed-58a4-4ba2-b9c7-34524f79a349'>Smithsonian NMNH Paleobiology Specimen Records - USNM</a>","644,584 Records"
"<a href='https://www.idigbio.org/portal/recordset/6ac89a16-4604-4a78-9047-dcc57e5c0130'>Morton Arboretum Herbarium - MOR Bryophytes</a>","489 Records"
"<a href='https://www.idigbio.org/portal/recordset/4ef6540c-e6cf-4678-bc43-b57435354de0'>University of Washington Burke Museum Herbarium - WTU Algae</a>","17,198 Records"
"<a href='https://www.idigbio.org/portal/recordset/570dcca6-a84f-43aa-8053-1a2ac60d9ead'>Western Carolina University Herbarium - WCUH</a>","19,503 Records"
